,Symbol,Reward
1760,TU,-44742359.10013698
1761,TW,-4766431.139946314
1762,TWKS,-2585725.305423894
1763,TWLO,-10680010.426525364
1764,TWOU,-16866305.537990768
1765,TWST,-9104087.720765462
1766,TWTR,-13961541.319999997
1767,TXG,-6437543.820154672
1768,TXN,-73482515.77999812
1769,TXRH,-37789291.42000022
1770,TXT,-66051925.65999816
1771,TYL,-76271307.6100005
1772,U,-3908198.018315771
1773,UA,-13530586.718984483
1774,UAA,-38566945.17995031
1775,UAL,-38813828.959999725
1776,UBER,-5668952.85202665
1777,UBSFY,-11470136.954497077
1778,UBSI,-68312527.76000692
1779,UCBJY,-3474285.5109727043
1780,UDR,-65542741.55003948
1781,UFPI,-67007082.579998836
1782,UGI,-67733870.57018425
1783,UHAL,-63096244.70999518
1784,UHS,-69973152.51999958
1785,UI,-19963230.700696167
1786,ULCC,-2988965.501600827
1787,ULTA,-30717708.009999696
1788,UMBF,-64467638.8499943
1789,UMC,-50179090.02987333
1790,UMPQ,-50489915.309999384
1791,UNF,-64550390.80998975
1792,UNH,-70995021.62999804
1793,UNICY,-15467718.49280835
1794,UNM,-70322310.83999516
1795,UNP,-66475267.560006686
1796,UNPA,2473278.49999994
1797,UNVR,-9136232.269999959
1798,UOLGY,5571804.465025222
1799,UPS,-39939544.11006998
1800,UPWK,-7383926.821975388
1801,URBN,-66706669.969995365
1802,URI,-56850968.23000179
1803,USB,-67723236.99999748
1804,USFD,-8802818.77593738
1805,USM,-68915114.53000143
1806,UTHR,-54099441.06000361
1807,UTZ,-3422864.4869474084
1808,UVRBF,9995146.707617695
1809,UWMC,-4049855.6896577682
1810,V,-23704268.540000495
1811,VAC,-15659663.990483226
1812,VAL,-2409207.6297294577
1813,VAR,-58708507.18999365
1814,VC,-20872277.170694996
1815,VCYT,-20104265.47541964
1816,VEEV,-15580174.30051598
1817,VEON,-60728522.09857403
1818,VERV,-4015773.1248158594
1819,VERX,-5129517.019271045
1820,VETTF,2060940.299999956
1821,VFC,-68852204.38999578
1822,VG,-34720272.289999865
1823,VIAV,-67743082.60000032
1824,VICI,-4433309.261017982
1825,VICR,-76595314.86001144
1826,VIPS,-22172261.319749862
1827,VIR,-7225848.737794869
1828,VIRT,-12455613.999423945
1829,VIV,-54315904.07010118
1830,VLDR,-1877913.1699999974
1831,VLO,-70709452.46000914
1832,VLY,-69014587.9200884
1833,VMC,-62181601.0399969
1834,VMI,-76112104.12999448
1835,VMW,-29033368.230000462
1836,VNET,-24158861.4001258
1837,VNT,-2238591.799995575
1838,VOYA,-14450970.053217782
1839,VRM,-6072131.06516819
1840,VRNS,-17590720.618965566
1841,VRNT,-43391912.75004247
1842,VRSK,-17371468.189009268
1843,VRSN,-57921767.120006755
1844,VRT,-5346046.528909868
1845,VRTX,-74728575.68999133
1846,VSAT,-60720120.23005188
1847,VSCO,-3006884.236968841
1848,VSH,-71964790.32999669
1849,VST,-7196200.900348571
1850,VTR,-56751934.85000333
1851,VTRS,-75463111.6300333
1852,VTSYF,3350815.9915247196
1853,VVNT,-3860809.0599999847
1854,VVV,-6980557.904721714
1855,VZ,-66795272.349708796
1856,W,-15052333.918044303
1857,WAB,-57785518.38000277
1858,WAL,-38494619.919999845
1859,WAT,-57242842.02999697
1860,WB,-17525970.790878423
1861,WBA,-66479187.67020733
1862,WBD,-35181486.449723065
1863,WBS,-70767743.86999238
1864,WCC,-51794975.77999706
1865,WCN,-54493205.840005755
1866,WDAY,-16370091.319999667
1867,WDC,-79922232.87999935
1868,WDFC,-73018668.91000767
1869,WDS,-44627394.18073008
1870,WE,-2009472.9300000025
1871,WEBR,-729258.2400000016
1872,WEC,-62371777.10000362
1873,WELL,-65952376.07000123
1874,WEN,-79447358.68000832
1875,WERN,-74777350.27999124
1876,WEX,-34409737.4200014
1877,WF,-32174297.579643864
1878,WFC,-70236690.60000461
1879,WFG,-1566879.490269736
1880,WH,-5666592.721245096
1881,WHR,-65894687.11999696
1882,WING,-10835997.820000019
1883,WIT,-47167189.45996873
1884,WIX,-15494429.039182205
1885,WK,-13575146.101513324
1886,WKHS,-30230569.062014043
1887,WLK,-39035589.579999655
1888,WLTW,-32541184.899999358
1889,WLY,-64468114.3200018
1890,WLYB,-15494562.719273055
1891,WM,-71343778.16000116
1892,WMB,-68907942.47999704
1893,WMG,-3492755.6541952584
1894,WMGI,-37233271.27999898
1895,WMS,-12180731.367606862
1896,WMT,-68720498.44000538
1897,WNDLF,4527439.339999969
1898,WNS,-35156517.49027106
1899,WOLF,-72860592.06000501
1900,WOOF,-3212098.1364569548
1901,WOR,-71410603.13000476
1902,WORK,-907932.009999999
1903,WPC,-47382895.40063435
1904,WPM,-38301982.9400012
1905,WPX,-13672710.389999991
1906,WRB,-68857362.53999992
1907,WRI,-52754699.55000048
1908,WRK,-9845155.984066725
1909,WSC,-8711282.877562197
1910,WSM,-76137549.36000378
1911,WSO,-63335075.57998985
1912,WSPOF,2987874.167951013
1913,WST,-59218291.88000706
1914,WTFC,-50037667.44000298
1915,WTFCM,-7518927.249610663
1916,WTM,-41515021.88999515
1917,WTRG,-64691801.509999484
1918,WTRU,-752423.4099999957
1919,WTS,-71550648.72001113
1920,WTW,-40070089.609999135
1921,WU,-29839587.939883802
1922,WWD,-59528583.76999735
1923,WWE,-47752860.66000417
1924,WY,-70613634.1300033
1925,WYND,-26669733.18999999
1926,WYNN,-40076923.99000013
1927,X,-68027213.04999752
1928,XEC,-33517824.129999522
1929,XEL,-64255009.9799999
1930,XLNX,-70242509.570005
1931,XLRN,-12934445.960000068
1932,XM,-1509844.219999997
1933,XMTR,-3427334.2689422593
1934,XNCR,-19011943.460430674
1935,XNGSY,-10817417.442178883
1936,XOM,-64114572.360005625
1937,XP,-3561592.531343067
1938,XPEV,-4339829.387112513
1939,XPO,-44566933.29999799
1940,XRAY,-72847211.78024139
1941,XROLF,319563.527360852
1942,XRX,-68805571.60988292
1943,XYL,-16165503.608368432
1944,Y,-39795070.950004525
1945,YARIY,-29681641.470292386
1946,YETI,-6879630.208177677
1947,YEXT,-10203831.001702884
1948,YMM,-3426097.2909632986
1949,YOU,-3066420.1707586
1950,YUM,-52378440.56000285
1951,YY,-19326459.82003973
1952,Z,-13154061.554471895
1953,ZBH,-39918214.58967857
1954,ZBRA,-71181276.8700099
1955,ZD,-57922831.360006616
1956,ZEN,-11920820.980000036
1957,ZG,-23383183.339374214
1958,ZI,-3621229.3956884947
1959,ZIM,-3880446.181492324
1960,ZION,-69651702.85999933
1961,ZIP,-2888407.4516961547
1962,ZLNDY,-6012346.792995253
1963,ZM,-5175469.040557447
1964,ZNGA,-18551884.94999997
1965,ZS,-8118212.696983054
1966,ZTO,-8842759.578701902
1967,ZTS,-12045183.736568557
1968,ZWS,-16803084.2699785
